2026-08-26 21:02:24,464 | INFO | edward.autonomous.live_analysis | live_analysis_started instrument=uid ticker=TEST profile=medium_term
2026-08-26 21:31:49,761 | INFO | edward.autonomous.universe | universe_scan_completed total=2 eligible=1 rejected=1
2026-08-26 21:33:05,431 | INFO | edward.autonomous.live_cycle | live_snapshot_started account_id=d69985a1-c8b0-4cb3-a297-b9446694c417
2026-08-26 21:33:05,561 | INFO | edward.autonomous.planning | planning_started account_capital=1270334.206275 invested=0 free_cash=1270334.206275 slots=5 reserve_pct=0
2026-08-26 21:33:05,561 | INFO | edward.autonomous.planning | planning_completed planning_budget=1270334.206275 reserve=0.00 slots=5 target_position_value=254066.841255
2026-08-26 21:33:05,561 | INFO | edward.autonomous.planning | trading_budget_built total=1270334.206275 reserve=0.00 invested=0 cash=1270334.206275 free_cash=1270334.206275
2026-08-26 21:33:05,561 | INFO | edward.autonomous.live_cycle | live_snapshot_completed account_id=d69985a1-c8b0-4cb3-a297-b9446694c417 portfolio=1270334.206275 cash=1270334.206275 securities=0 positions=5 slots=5 planning_budget=1270334.206275 target_position_value=254066.841255
2026-08-26 21:33:13,732 | INFO | edward.autonomous.market_cycle | market_cycle_started account_id=d69985a1-c8b0-4cb3-a297-b9446694c417 profile=medium_term history_days=730
2026-08-26 21:33:13,732 | INFO | edward.autonomous.live_cycle | live_snapshot_started account_id=d69985a1-c8b0-4cb3-a297-b9446694c417
2026-08-26 21:33:13,832 | INFO | edward.autonomous.planning | planning_started account_capital=1270334.206275 invested=0 free_cash=1270334.206275 slots=5 reserve_pct=0
2026-08-26 21:33:13,832 | INFO | edward.autonomous.planning | planning_completed planning_budget=1270334.206275 reserve=0.00 slots=5 target_position_value=254066.841255
2026-08-26 21:33:13,832 | INFO | edward.autonomous.planning | trading_budget_built total=1270334.206275 reserve=0.00 invested=0 cash=1270334.206275 free_cash=1270334.206275
2026-08-26 21:33:13,832 | INFO | edward.autonomous.live_cycle | live_snapshot_completed account_id=d69985a1-c8b0-4cb3-a297-b9446694c417 portfolio=1270334.206275 cash=1270334.206275 securities=0 positions=5 slots=5 planning_budget=1270334.206275 target_position_value=254066.841255
2026-08-26 21:33:13,833 | INFO | edward.autonomous.market_cycle | account_snapshot capital=1270334.206275 cash=1270334.206275 securities=0 planning_budget=1270334.206275 slots=5
2026-08-26 21:33:15,695 | INFO | edward.autonomous.universe | universe_scan_started instruments=1921
2026-08-26 21:33:16,174 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=784f9e60-4214-4730-ba21-ddb2dd677a8f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:16,466 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=104c0979-1f16-4e13-9787-dc767814c4a6 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:16,870 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=a2284e69-0e1e-4fdd-8cc9-5d991d936b90 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:17,276 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=ef832fa3-1d62-4a18-b3ca-776d76a29cb1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:17,696 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e9139ddd-bf3c-4d03-a94f-ffdf7234c6be error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:18,080 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=43666aea-a4df-46e1-a815-e5eccbc1fb3f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:18,583 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b125d6c0-e90b-49be-8b75-f7e1990250a0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:18,834 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=54e856d4-ba8a-4365-8fd1-245a8888b306 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:18,969 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b71bd174-c72c-41b0-a66f-5f9073e0d1f5 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:19,149 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=56452fa0-1e58-457e-bb41-90acaabf0767 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:19,317 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=ca845f68-6c43-44bc-b584-330d2a1e5eb7 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:19,483 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=0f3165ef-3b53-4bc0-a4c8-19d0016b0b6d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:19,721 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=3879e073-f27a-4e2f-9a97-97475b25194d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:19,932 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b993e814-9986-4434-ae88-b086066714a0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:20,131 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=48bd9002-43be-4528-abf4-dc8135ad4550 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:20,282 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=df35ac3e-3d77-454f-b446-cdbb9d867b02 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:20,483 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=0d28c01b-f841-4e89-9c92-0ee23d12883a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:20,678 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=01fd2cc9-489c-4756-b267-72c3ccc61b8f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:20,862 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2c69924a-fcf4-4d3c-8c02-02cd665f554d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,034 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c4304c3c-4106-47ea-aabc-e1ae39930791 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,217 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=16bb8ed3-2cb1-4d89-8f04-afe0b34e21d0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,444 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=330a4507-03f9-4f8d-8303-492ba09cccba error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,623 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=f866872b-8f68-4b6e-930f-749fe9aa79c0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,793 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=d0b3723c-35f8-497c-97f7-345bbcfbf1e1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:21,999 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=0102d253-5095-499c-934e-5a5fd6fce00d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:22,171 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2bd81af0-b389-4638-ac9b-35a9938be0cc error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:22,333 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=275f75e0-c3ee-4e53-ac3a-2268a404d5fa error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:22,539 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=30817fea-20e6-4fee-ab1f-d20fc1a1bb72 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:22,734 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=3f692296-eee8-4854-a905-019d6377961f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:22,903 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=88468f6c-c67a-4fb4-a006-53eed803883c error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:23,089 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=464c9ca5-2ba5-4b66-90e2-005f30bff134 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:23,253 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c53f1d8f-78e0-46e5-ac31-fdc08f05c8e2 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:23,494 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e3e10315-c9e8-452a-9113-2f14805679ce error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:23,658 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=a257d925-305e-43e2-a9d5-1174c1190dee error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:23,880 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=05cd89b6-b99d-42cc-a77c-a4e9eb84168e error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:24,076 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=02eda274-10c4-4815-8e02-a8ee7eaf485b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:24,265 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2ce7103b-d526-4c71-87be-0bd3f49a8b51 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:24,454 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=41133bf9-9b9d-4d28-8864-9160b57871d1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:24,652 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=653d47e9-dbd4-407a-a1c3-47f897df4694 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:24,867 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=aac2b935-3d94-4030-83a1-f7acdd9b05a5 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,081 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=d8de3aca-92e5-4135-8f1d-c3d545cbc041 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,306 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e79f65d6-1bd0-42c6-943e-5060bbeabc45 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,462 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=703e944b-d4e6-4697-bea5-844c2c8be554 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,670 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c35cfe95-ad55-44ab-84d4-2e9754bb55b4 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,846 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=700671c4-624e-43d0-8377-95de3956b111 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:25,995 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1214a841-5a72-42ac-b911-5c05a7eaa48e error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:26,162 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=0f446a59-c78e-44fc-8235-7b097096769a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:26,330 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=f4da07c8-dfc5-44f8-989d-c45d85027aad error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:26,500 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=9b9a584e-448f-40da-9ba8-353b44ad697a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:26,677 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=edc6b309-746d-4697-9752-b7697b0ba38a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:26,863 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=578506fc-187d-488c-a10e-2651530da4b9 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:27,029 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=76558b5d-9875-4c92-82ca-44f2d0b39e1b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:27,227 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=231e5e27-9956-47e7-ad50-6e802e4a92ed error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:27,432 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=17017bf0-ed5c-47be-8fae-c0cedbfabe32 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:27,638 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=d61f5ab1-ec03-4dc8-9f10-2f746b0a20c1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:27,823 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=a797f14a-8513-4b84-b15e-a3b98dc4cc00 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,031 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=32822b7c-b13c-45df-b1af-cb6e3d676399 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,225 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=5a6c9d26-10db-4a21-9c0e-2b7b063c69f8 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,418 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=8be64b53-a46b-451c-8152-1c871f122d5b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,591 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=7fad3575-99ca-4b36-807c-9c7c37e64b29 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,760 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=3c899002-e8f5-42fd-b617-4bc2f31e6767 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:28,916 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=8d83880d-722a-45cd-b4e3-1a7c95112ed5 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:29,095 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1037b19b-46f4-4ebf-bb87-53401f8d2148 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:29,327 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=459a1a0a-0253-465a-bd4e-afaaf5e670b0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:29,502 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=5e1c2634-afc4-4e50-ad6d-f78fc14a539a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:29,711 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=7e13d581-bbbf-41bb-89c9-e2c4a85a9bde error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:29,902 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=813fac1c-eb17-4ccb-9ec3-72a80814fc85 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,072 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=806938cd-172e-477f-b00c-c8e731cfafa7 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,233 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b24fa6a8-b700-4afb-8e24-2c7ed5e4888e error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,428 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=3240b205-4718-47d2-8650-8bdc89533fd8 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,599 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=9ec09704-0912-4ab8-9ebf-3fdad6fd3944 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,746 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=6bffd7f3-4c01-495b-9a4d-e1f8c9e1774f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:30,903 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,108 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=45609688-b63e-42dd-88a0-9d30c423c5e5 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,287 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=03d5e771-fc10-438e-8892-85a40733612d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,462 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=fd417230-19cf-4e7b-9623-f7c9ca18ec6b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,612 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=02b2ea14-3c4b-47e8-9548-45a8dbcc8f8a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,799 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1b64e38a-49ad-4f4d-a4d3-b34184899352 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:31,956 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e2bd2eba-75de-4127-b39c-2f2dbe3866c3 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:32,124 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=87db07bc-0e02-4e29-90bb-05e8ef791d7b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:32,318 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e0e1ee47-d3e6-43d9-9755-44dcc18ab271 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:32,523 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=8ec4edb6-b779-4e3c-9146-b11210174d51 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:32,707 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c05fd0a1-0c8e-4bc3-bf9e-43e364d278ef error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:32,893 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=538a1b13-df23-4449-8302-e8adbc25daf4 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:33,053 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c3746fd5-ac02-419a-8893-827775cfb2c8 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:33,287 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=49b8a647-e740-4c29-b390-4d1d6829d13a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:33,487 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c961e321-503a-442c-8c4a-5dce95d75513 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:33,673 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=f8f1de0d-5a5f-47e9-8ecb-00bec8f8351f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:33,857 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=879b2e35-edfb-42f4-baa0-8a00cf1edaac error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:34,030 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=a6121478-943f-4eae-bc2a-bab5c771dd4a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:34,298 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=93e0d4c6-45c9-4399-9e0b-dc2f2ff101c7 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:34,448 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=f26aade9-d33a-4cdf-867e-1c18c753e63a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:34,667 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=3fe80143-1313-42eb-9884-5d68b39e265e error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:34,852 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b9dff600-4ca6-4fa9-ba91-df2126548ccc error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:35,075 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=4d813ab1-8bc9-4670-89ea-12bfbab6017d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:35,279 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e3312603-d109-443a-86b5-329eede6c853 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:35,467 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e6123145-9665-43e0-8413-cd61b8aa9b13 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:35,641 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=97015e2f-adae-4133-9ce0-cd79015d13a2 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:35,826 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c74fc209-54e2-4ba6-a7a9-9e0d24299184 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,005 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1c181853-2fd6-4a20-a1c6-cb923a7c7919 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,195 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=962e2a95-02a9-4171-abd7-aa198dbe643a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,357 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1e19953d-01c6-4ecd-a5f4-53ae3ed44029 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,547 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=02bdfa7c-ae6c-4cbd-9784-f3457dfdcedc error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,733 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=a57d3a52-63d5-417b-b66d-c6114587f0ea error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:36,922 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=6fdba807-39e5-41d8-a272-ca2e7e35223d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:37,160 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=c6fd4e8e-5bb4-4f8a-9727-5d8dddff2e7d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:37,338 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=de08affe-4fbd-454e-9fd1-46a81b23f870 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:37,516 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=14d147b9-d977-438a-80c0-441e5589da30 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:37,686 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=9ba367af-dfbd-4d9c-8730-4b1d5a47756e error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:38,379 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=8a23dd3b-04bb-41f3-a531-1bc3c08deecf error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:38,545 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=b5e26096-d013-48e4-b2a9-2f38b6090feb error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:38,729 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=05dbfebd-6bc4-4645-8f21-dcf05476999d error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:38,901 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=bba7a33f-48a8-4788-8469-3a9f5d668e0a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:39,086 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=62560f05-3fd0-4d65-88f0-a27f249cc6de error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:39,268 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e268b9d4-7c8c-44b4-b2b2-11c0d55155e8 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:39,483 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2ff42bea-3ea9-4af9-a06e-19fe0874b7a1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:39,654 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=55371b1f-8f7c-4c12-9d93-386fae5ec12a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:39,814 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=435107a9-a262-4a31-8a9b-2ee6f81c1184 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,008 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=6eeb0c40-1a7f-4b57-aeee-a3dbb3846b80 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,180 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=7e58375b-01a1-4a98-850d-0f352eb078af error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,331 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=5f858c64-ba9a-4d66-86bf-73b5880cf30f error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,489 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=0bdca049-f06d-4a27-b46c-f89236a44727 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,643 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=509edd0c-129c-4ee2-934d-7f6246126da1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,807 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=664921c5-b552-47a6-9ced-8735a3c6ca8a error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:40,969 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1c5fd815-eb3e-41b1-a5b7-9cc7c905bd78 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:41,117 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=98fc1318-6990-4147-b0d1-b10999326461 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:41,334 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=53b67587-96eb-4b41-8e0c-d2e3c0bdd234 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:41,500 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2113c648-6459-49c5-bdfc-3c608d2afaa0 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:41,708 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=10620843-28ce-44e8-80c2-f26ceb1bd3e1 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:41,906 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=deab934f-7e5e-4467-a465-3624c1110e7b error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:42,066 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=ab29b599-4cb4-4b57-9c17-02b140708bf7 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:42,235 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=2ca51950-2047-4090-b6ba-6ecd486291a2 error=_get_candles() takes 2 positional arguments but 5 were given
2026-08-26 21:33:42,454 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=e027aaaa-cb20-4d48-be23-6d2d4b0edfb8 error=_get_candles() takes 2 positional arguments but 5 were given
